"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2024;[zł]";
0220042;"Wisznia Mała (2)";5519917,84;4944736,02;6660906,39;18321086,72;8715874,51;7652367,44;10369320,05;8716485,76;18050328,26;18836616,45;
0220052;"Zawonia (2)";1745603,91;757833,82;2231379,37;11811649,03;12668240,88;1789771,13;3316634,15;5904020,63;15253362,76;19807182,48;
0220063;"Żmigród (3)";5527462,58;3526597,32;12465302,76;28964765,96;6207124,47;4273179,65;11968838,74;40714714,17;39073342,58;16349790,11;
0221000;"Powiat wałbrzyski";34159128,82;23554819,69;43036168,30;74593393,76;48654141,92;47415424,77;51314543,86;77329970,53;145529447,90;149784995,10;
0221011;"Boguszów-Gorce (1)";4628683,22;4229656,91;10661758,24;9954250,12;0,00;6260844,93;3046375,03;8301480,67;13756065,26;22668544,40;
0221021;"Jedlina-Zdrój (1)";3113429,55;1785971,36;6520311,58;9354203,35;4680590,56;5387366,67;5992038,31;5754765,54;18097193,36;18060188,43;
0221031;"Szczawno-Zdrój (1)";6233143,26;6268026,28;4529820,55;6921724,27;9738673,99;12487833,84;11468398,72;18180534,82;24851719,68;14951983,91;
0221042;"Czarny Bór (2)";5464456,46;5261866,71;3576028,77;20173323,46;6956372,36;7115789,26;4308775,64;3862892,63;28206672,94;18617948,23;
0221053;"Głuszyca (3)";2033092,99;1779646,04;7472472,31;9003933,97;8499005,24;5789791,49;3491309,42;5861662,12;7242621,53;25553971,75;
0221063;"Mieroszów (3)";1871887,07;531394,69;3611912,45;6258271,35;6192678,00;6045070,91;14764700,12;14899984,92;17346661,01;26088242,70;
0221072;"Stare Bogaczowice (2)";2137647,85;1383272,91;1716411,94;6855040,34;3748552,24;2147511,76;3709448,75;14233090,67;26687039,60;6039943,02;
0221082;"Walim (2)";8676788,42;2314984,79;4947452,46;6072646,90;8838269,53;2181215,91;4533497,87;6235559,16;9341474,52;17804172,66;
0222000;"Powiat wołowski";23333738,92;20136504,99;32087989,14;48762384,22;46622855,30;46370667,24;52030354,64;52178047,86;80671410,80;94136141,20;
0222013;"Brzeg Dolny (3)";8247040,64;7400683,57;9617899,29;13068016,36;13712870,62;17353075,86;15489461,84;13701657,84;19994811,91;12931117,35;
0222022;"Wińsko (2)";2620366,66;1987068,83;4718796,48;7389066,78;10433026,53;17941398,80;10201305,54;11499832,69;18511678,21;17138932,97;
0222033;"Wołów (3)";12466331,62;10748752,59;17751293,37;28305301,08;22476958,15;11076192,58;26339587,26;26976557,33;42164920,68;64066090,88;
0223000;"Powiat wrocławski";164156983,05;132134348,62;170832214,71;284403789,39;249873428,11;272797074,60;229330762,68;312221579,10;387946111,85;405657238,96;
0223012;"Czernica (2)";8954565,58;7443872,06;20707524,66;27880429,19;13517830,85;25164534,61;22066092,65;31781608,27;25936474,56;25280941,57;
0223022;"Długołęka (2)";33764948,58;27870658,43;40708980,28;59533816,27;40054527,91;68127988,28;56191012,72;75889065,04;95943760,36;90048251,78;
0223032;"Jordanów Śląski (2)";424485,75;346191,45;539994,70;2779079,16;1310649,40;1716493,98;5108123,31;4539735,11;7744585,24;1874786,70;
0223043;"Kąty Wrocławskie (3)";23665359,30;24073636,80;34705973,10;51710285,90;46954890,62;39472416,91;31483905,73;43240521,15;73668027,01;76737056,25;
0223052;"Kobierzyce (2)";53145596,65;47977622,36;44188964,31;96276149,87;93905990,70;79626050,49;56164248,04;54646630,25;64783987,47;84132735,24;
0223062;"Mietków (2)";1726454,54;1815657,24;937164,87;3469888,97;1307544,52;374883,89;1435943,11;2335470,08;2986410,14;2322448,49;
0223073;"Sobótka (3)";6869498,51;5186828,95;6517124,32;13933737,42;19046375,76;10559395,51;6666500,05;29824864,76;34596687,35;29104487,65;
0223083;"Siechnice (3)";26190900,73;12228738,64;16985508,78;21289029,62;17605028,21;30182940,73;41136312,96;51134216,34;64875410,21;66130474,84;
0223092;"Żórawina (2)";9415173,41;5191142,69;5540979,69;7531372,99;16170590,14;17572370,20;9078624,11;18829468,10;17410769,51;30026056,44;
0224000;"Powiat ząbkowicki";17605482,20;17992942,14;23479054,02;70767817,28;56456003,20;54927159,37;68132463,23;133557226,16;182959291,59;131736159,03;
0224013;"Bardo (3)";1065417,10;1137676,59;5684047,20;14799641,90;4570307,15;4730558,92;5242757,38;16297160,13;6789119,35;9802805,26;
0224022;"Ciepłowody (2)";419582,88;460294,06;785361,96;1358727,16;2442967,35;209394,38;4464516,05;6518193,35;7480880,55;8807226,32;
0224032;"Kamieniec Ząbkowicki (2)";3569946,90;5670119,11;3122608,46;14887732,08;7375651,84;12299218,86;;;;;
0224033;"Kamieniec Ząbkowicki (3)";;;;;;;17243823,38;28856952,20;31212737,53;15321901,96;
0224042;"Stoszowice (2)";1911104,20;1736360,33;2159769,14;8394959,99;8511528,00;1278629,53;6648987,35;13949601,20;40290098,64;6631935,44;
0224053;"Ząbkowice Śląskie (3)";6271091,34;4594248,66;6432619,77;15906095,91;21696551,58;22608870,95;16436380,61;35149887,16;34181433,93;29427001,06;
0224063;"Ziębice (3)";2070308,58;2798084,78;2111275,66;6391814,46;4656761,79;10660401,54;9590106,97;17493432,15;53930972,57;39941141,40;
0224073;"Złoty Stok (3)";2298031,20;1596158,61;3183371,83;9028845,78;7202235,49;3140085,19;8505891,49;15291999,97;9074049,02;21804147,59;
0225000;"Powiat zgorzelecki";38590358,88;27695302,58;29655714,50;94644232,60;41201448,83;38251046,45;46788434,85;68819259,18;123043891,93;114184045,56;
0225011;"Zawidów (1)";196829,39;2278798,07;1149242,72;2928724,43;617309,30;1925504,98;1007113,95;4432543,10;10957616,40;15561693,21;
0225021;"Zgorzelec (1)";11403312,11;4339340,39;7874911,59;28255035,52;13987445,67;5785760,12;8339266,96;15163296,15;22492933,40;21784875,32;
0225033;"Bogatynia (3)";10991733,01;6074930,07;4750517,38;22261772,01;2636582,20;1948878,32;8318426,56;13529102,04;40199372,76;28075745,57;
0225043;"Pieńsk (3)";2720260,42;2653804,29;5015670,56;15324660,59;6409218,25;9461907,91;9827541,76;14344241,40;16407893,01;6424716,15;
0225052;"Sulików (2)";957519,88;1191153,33;3999950,95;5864510,77;1866505,33;1144366,45;1276947,74;3589402,23;11456312,84;14214053,44;
0225063;"Węgliniec (3)";6575773,30;4944106,25;3498865,49;7073585,74;5094582,67;9809007,41;10941068,49;10425196,89;12710851,56;19216195,81;
0225072;"Zgorzelec (2)";5744930,77;6213170,18;3366555,81;12935943,54;10589805,41;8175621,26;7078069,39;7335477,37;8818911,96;8906766,06;
0226000;"Powiat złotoryjski";16712353,43;10628808,35;23972328,12;44829217,73;28377648,48;26945217,93;32208535,76;61668938,42;89600115,92;83040269,88;
0226011;"Wojcieszów (1)";2228623,65;1540290,47;1427364,43;6860398,31;2951664,33;1226543,32;4085081,38;14972501,26;12708482,68;3804334,30;
0226021;"Złotoryja (1)";2311536,43;1938571,86;7565199,48;5089691,44;4511191,64;11872723,45;11769822,94;19382164,42;14298383,37;28476550,51;
0226032;"Pielgrzymka (2)";1447112,90;1457003,25;2286340,28;5388189,33;3964508,42;3184838,59;2948800,18;8227558,09;9568932,54;14077752,60;
0226043;"Świerzawa (3)";2491785,30;1222107,40;5333347,26;17071598,77;7254480,91;2699110,96;7373243,20;9976917,23;19566740,88;15657001,28;
0226052;"Zagrodno (2)";4009410,00;1839835,82;3536871,89;7191949,30;3203016,58;2851057,19;3199167,87;1840098,86;13835723,87;8032014,28;
0226062;"Złotoryja (2)";4223885,15;2630999,55;3823204,78;3227390,58;6492786,60;5110944,42;2832420,19;7269698,56;19621852,58;12992616,91;
0261000;"Powiat m. Jelenia Góra";19953270,86;18623950,04;15254561,00;77834264,64;65036101,94;54481728,11;39334325,22;50291785,83;109134253,99;82250843,39;
0261011;"Jelenia Góra (1)";19953270,86;18623950,04;15254561,00;77834264,64;65036101,94;54481728,11;39334325,22;50291785,83;109134253,99;82250843,39;
0262000;"Powiat m. Legnica";61294210,38;43445142,74;62120439,56;65336512,98;73685965,13;80288766,04;60895392,71;123947685,83;150883216,59;113015890,80;
0262011;"Legnica (1)";61294210,38;43445142,74;62120439,56;65336512,98;73685965,13;80288766,04;60895392,71;123947685,83;150883216,59;113015890,80;
0264000;"Powiat m. Wrocław";714782909,91;525394021,38;482957768,36;771839831,22;586556379,17;631371673,35;864244120,53;944268856,29;979062339,63;680772795,14;
0264011;"Wrocław (1)";714782909,91;525394021,38;482957768,36;771839831,22;586556379,17;631371673,35;864244120,53;944268856,29;979062339,63;680772795,14;
0265000;"Powiat m. Wałbrzych od 2013";174844638,75;64689340,51;80680926,24;102605645,49;148130622,43;195182764,73;127094032,19;147816519,30;157323640,62;173330051,78;
0265011;"Wałbrzych od 2013 (1)";174844638,75;64689340,51;80680926,24;102605645,49;148130622,43;195182764,73;127094032,19;147816519,30;157323640,62;173330051,78;
0400000;"KUJAWSKO-POMORSKIE";1421003106,27;875224439,50;1222290107,30;1978059839,72;1958058570,83;1741851268,71;1770553116,90;2286429124,96;3242787947,12;3104220604,39;
0401000;"Powiat aleksandrowski";36649993,65;21473005,68;35576812,14;43062940,19;33310180,55;30998394,19;47785757,00;57327700,30;127078312,47;103016711,28;
0401011;"Aleksandrów Kujawski (1)";3799206,17;2349009,17;3088649,76;2880633,59;1079820,42;7632626,31;8495453,44;12974877,95;14790796,37;4934672,44;
0401021;"Ciechocinek (1)";11416928,41;8271859,46;9129046,51;5420031,16;13459005,91;9341899,46;16618506,79;7704958,92;21818415,27;11209381,85;
0401031;"Nieszawa (1)";697364,06;376645,82;3526754,99;1007498,46;288844,27;88656,93;132149,26;1898049,22;5688463,14;7516237,77;
0401042;"Aleksandrów Kujawski (2)";9144518,16;2092028,45;5431789,92;14021726,58;9642048,66;3684591,81;5835336,35;3332968,43;17274989,91;26748823,21;
0401052;"Bądkowo (2)";3410491,17;2450299,54;2394775,86;5334094,78;2140262,41;3489866,81;4220289,70;7467961,21;10473939,27;9890468,91;
0401062;"Koneck (2)";1291227,22;479432,87;1185856,84;3645030,65;3005257,35;3032939,08;4654986,60;6863010,53;25139072,11;5364009,96;
0401072;"Raciążek (2)";2563002,80;2439495,57;2108506,13;6635003,07;243336,18;201057,74;437661,41;471397,65;5788808,45;5747220,15;
0401082;"Waganiec (2)";3327418,15;1210637,51;5653563,68;1621814,64;2386792,20;2564784,48;6107846,06;9784395,62;21511956,22;15960804,33;
0401092;"Zakrzewo (2)";999837,51;1803597,29;3057868,45;2497107,26;1064813,15;961971,57;1283527,39;6830080,77;4591871,73;15645092,66;
0402000;"Powiat brodnicki";36487898,21;28732206,65;40216493,55;74485400,57;38944362,52;42999879,65;63458569,98;75294475,12;175390368,98;147714770,04;
0402011;"Brodnica (1)";16136853,85;5588179,86;6815204,03;22443547,03;8758035,98;2671224,69;13458733,34;24137223,46;27361609,80;36824928,17;
0402022;"Bobrowo (2)";1582311,30;3536963,23;6406769,47;12320904,36;4728646,91;8401514,33;9856970,31;5072432,08;24820609,09;10836841,44;
0402032;"Brodnica (2)";3217027,02;5654060,52;6968168,96;9912121,77;4985314,23;14195917,64;12103939,18;10867981,49;15544650,55;17071944,44;
0402042;"Brzozie (2)";2194658,77;882832,35;779051,63;3327235,73;1502915,97;1895867,36;3357371,99;5200877,20;21178434,41;11662907,94;
0402053;"Górzno (3)";2674253,33;886943,34;2070886,82;3469598,86;4496566,76;3694220,18;2379784,30;2626388,16;14010448,43;2967222,35;
0402062;"Bartniczka (2)";1869102,14;1009679,16;3122823,69;7241546,81;3066509,20;871517,03;3780004,70;2838239,71;10651573,80;6612076,88;
0402073;"Jabłonowo Pomorskie (3)";1614325,36;5145388,13;7136374,83;3703367,22;4293012,16;6184286,03;4593388,84;4245946,30;19537956,92;38304750,24;
0402082;"Osiek (2)";1653666,52;2302399,29;3025822,55;2406255,51;893351,20;1438340,12;7700594,02;4989882,83;15513095,63;14762082,44;
0402092;"Świedziebnia (2)";650364,12;2627139,04;1169900,79;4508998,43;2336179,14;1400997,53;3628268,37;6409627,16;15676212,69;3223058,46;
0402102;"Zbiczno (2)";4895335,80;1098621,73;2721490,78;5151824,85;3883830,97;2245994,74;2599514,93;8905876,73;11095777,66;5448957,68;
0403000;"Powiat bydgoski";104253902,80;77669215,11;83676332,81;120199091,87;107298288,18;125490770,17;146463134,87;212256719,13;202836656,99;209675932,87;
0403012;"Białe Błota (2)";16891039,51;12138825,23;18287338,09;9825260,26;19559722,90;26036753,23;25403989,13;44459571,50;53234139,36;43089740,76;
0403022;"Dąbrowa Chełmińska (2)";5400751,38;2649709,13;2391163,61;4990326,32;7186039,25;6208650,96;7077119,30;10860808,42;11521435,55;7691973,08;
0403032;"Dobrcz (2)";5311217,90;6457599,95;5907526,71;9496184,45;4232427,00;5487424,44;7063386,71;17870061,66;12284064,53;25908575,50;
0403043;"Koronowo (3)";18230574,06;11261748,10;12509299,67;16033170,64;11698029,68;13927648,45;20201032,33;42107413,00;44944829,36;30460849,78;
0403052;"Nowa Wieś Wielka (2)";7630214,99;8354285,81;18668299,54;17583874,33;12679863,21;5100604,07;11186955,36;5955872,48;16926981,43;20002308,89;
0403062;"Osielsko (2)";18728413,05;19091951,29;17012387,10;38480238,67;33768580,87;40124978,61;39018594,92;48575903,92;36820262,38;38475245,32;
0403072;"Sicienko (2)";4040895,01;4384335,30;5939248,92;12173107,77;9359525,21;13997948,14;16946561,53;24255910,29;15680025,85;37198979,53;
0403083;"Solec Kujawski (3)";28020796,90;13330760,30;2961069,17;11616929,43;8814100,06;14606762,27;19565495,59;18171177,86;11424918,53;6848260,01;
0404000;"Powiat chełmiński";24694247,79;17207877,88;27357455,47;42432020,21;31515131,85;33685942,22;42997324,53;45929525,57;95093401,40;97501276,01;
0404011;"Chełmno (1)";7273965,86;3324129,78;6975226,52;10099117,48;5510939,24;10532789,44;11403037,82;13278517,21;18956643,84;10802476,29;
0404022;"Chełmno (2)";4861565,12;2024024,92;4382751,18;3655786,76;5323799,39;4697830,00;4779979,59;10392710,57;8391495,21;25917645,64;
0404032;"Kijewo Królewskie (2)";3896195,66;1988210,06;5250541,50;2408697,29;5080165,57;3886806,31;4963921,77;1680459,97;6823910,57;15121973,59;
0404042;"Lisewo (2)";1434094,04;2761643,70;2904542,76;7031861,12;5171036,83;1414287,20;6131241,46;3152369,37;18914598,28;13256350,95;
0404052;"Papowo Biskupie (2)";2255114,23;1976977,47;2045421,31;4379114,07;3584552,12;2933862,04;3695993,96;9370554,87;13132284,12;13863307,74;
0404062;"Stolno (2)";2271627,18;2760354,99;2884748,62;11302507,44;3260973,55;2971031,13;5085290,94;5811104,34;16051200,58;12182657,94;
0404072;"Unisław (2)";2701685,70;2372536,96;2914223,58;3554936,05;3583665,15;7249336,10;6937858,99;2243809,24;12823268,80;6356863,86;
0405000;"Powiat golubsko-dobrzyński";22937245,29;14901586,72;24305345,68;42687786,30;39736395,47;25833160,60;34947244,95;51652390,00;87677900,52;74983120,39;
0405011;"Golub-Dobrzyń (1)";3217041,63;1309241,72;771837,80;2838509,47;5201133,22;5073938,59;4171467,28;6623076,98;21392390,42;9229546,81;
0405022;"Ciechocin (2)";2585125,70;1284588,10;3554176,01;1857717,19;316515,95;1256565,69;5321698,93;2774725,10;10133250,98;10508724,47;
0405032;"Golub-Dobrzyń (2)";7020765,76;3708756,39;3079132,17;9425797,72;7248214,39;5742255,93;11052927,60;17487821,81;17011180,03;23039260,88;
0405043;"Kowalewo Pomorskie (3)";4974510,48;5471152,83;7907664,00;20153862,66;22147341,89;7442146,68;6161790,50;8680243,40;12317078,40;14049705,44;
0405052;"Radomin (2)";2632510,82;1640194,28;2308220,41;3720742,93;1555770,06;2273835,77;2576885,10;7873524,18;9965398,08;9101846,19;
0405062;"Zbójno (2)";2507290,90;1487653,40;6684315,29;4691156,33;3267419,96;4044417,94;5662475,54;8212998,53;16858602,61;9054036,60;
0406000;"Powiat grudziądzki";29425119,19;21099313,85;35400548,19;45170014,34;44327146,43;34139387,62;25583924,35;61973293,63;109483476,35;126019832,11;
0406012;"Grudziądz (2)";12081295,52;7465187,76;15533003,55;19065267,83;10135955,48;16327994,60;12577830,33;30597526,36;44933331,82;45238160,96;
0406022;"Gruta (2)";3742146,81;868962,64;2920413,57;4501522,11;6404513,25;2881396,48;5299907,16;6875060,00;24598562,07;21502794,01;
0406033;"Łasin (3)";7362234,07;5316628,18;5572639,91;10815801,67;9535347,16;9173871,16;2088247,16;12362535,42;9276419,42;18761335,12;
0406043;"Radzyń Chełmiński (3)";2005968,97;2906640,28;5789341,21;5972581,81;4375083,26;4391480,99;3321186,50;4293373,52;10325945,89;12799986,93;
0406052;"Rogóźno (2)";1776861,86;2920672,52;2590509,37;1054945,08;3323697,30;294869,09;322448,97;2060665,06;6694993,35;14882876,51;
0406062;"Świecie nad Osą (2)";2456611,96;1621222,47;2994640,58;3759895,84;10552549,98;1069775,30;1974304,23;5784133,27;13654223,80;12834678,58;
0407000;"Powiat inowrocławski";74236461,55;36647577,00;54765861,90;142869018,02;102896883,02;79669717,72;87260343,08;116800849,44;151037862,20;156074302,95;
0407011;"Inowrocław (1)";39939498,07;12559923,96;18504086,65;86869609,27;69173315,91;31500882,82;19348568,89;20861075,32;20056176,05;28092607,55;
0407022;"Dąbrowa Biskupia (2)";1713822,55;517768,25;975093,78;5804949,36;2727994,87;3204924,41;1669292,27;4322790,56;8552835,62;3316397,12;
0407033;"Gniewkowo (3)";6682919,36;3053139,44;4763722,59;7669657,95;1794221,17;6873528,87;11628495,84;20048078,29;27223846,55;10968509,63;
0407042;"Inowrocław (2)";6187574,06;6637793,68;8006870,53;11877522,14;8940582,36;8346228,08;10606117,51;15212908,89;13695272,92;16800763,37;
0407053;"Janikowo (3)";5653560,59;721334,56;2027390,42;4078512,10;2292273,97;5828856,83;7983005,89;8335291,12;12263326,43;21149335,14;
0407063;"Kruszwica (3)";4903862,38;6157704,63;9186699,70;9891881,18;7016789,99;10261418,75;19163085,60;15601105,89;24437026,22;15652596,73;
0407073;"Pakość (3)";3663620,61;1522345,77;4768086,41;7205445,48;3423260,91;3703956,81;3966538,42;12094674,64;17571913,76;15721043,19;
0407082;"Rojewo (2)";1754656,13;1303871,19;1285863,91;2543892,72;536509,79;2477614,05;6714286,06;3212705,64;1281763,22;25917302,16;
0407092;"Złotniki Kujawskie (2)";3736947,80;4173695,52;5248047,91;6927547,82;6991934,05;7472307,10;6180952,60;17112219,09;25955701,43;18455748,06;
0408000;"Powiat lipnowski";19524480,47;15014801,43;29610803,68;55850331,70;34048955,78;41574293,26;40318392,30;103365464,06;116536096,42;87743101,09;
0408011;"Lipno (1)";2534170,73;1337278,02;2411696,60;4669337,41;4737980,09;3560864,00;4024364,45;23634233,36;14892791,83;4573633,62;
0408022;"Bobrowniki (2)";974292,69;704569,45;777662,63;3623922,88;1534084,03;1753094,50;1627247,94;3186651,12;10631707,72;;
0408023;"Bobrowniki (3)";;;;;;;;;;7128243,58;
0408032;"Chrostkowo (2)";1206272,40;1529828,10;3578499,32;3821789,86;1671905,03;4077905,81;4789091,42;4237591,00;13666431,39;12634618,10;
0408043;"Dobrzyń nad Wisłą (3)";724177,23;1075666,44;7369805,48;11067164,45;2191022,82;6444507,84;10410567,29;13654440,77;14006766,86;2716837,65;
0408052;"Kikół (2)";3157936,25;859559,13;1264190,04;3564467,41;3053171,18;1028638,85;2667519,84;7444125,89;5589557,44;;
0408053;"Kikół (3)";;;;;;;;;;16967297,64;
0408062;"Lipno (2)";5327765,99;4170985,34;4495216,35;12094535,60;10352164,48;8319116,77;5461960,06;17329106,57;21024330,56;13499931,93;
0408073;"Skępe (3)";1634434,06;1555461,72;4668100,70;9976578,10;4588483,40;7932599,25;3588298,20;15052975,68;13593193,25;13270315,92;
0408082;"Tłuchowo (2)";1101570,65;1506936,48;1685700,40;3261386,44;2677936,85;4726942,36;4389399,18;7205053,43;14248937,68;10058486,22;
0408092;"Wielgie (2)";2863860,47;2274516,75;3359932,16;3771149,55;3242207,90;3730623,88;3359943,92;11621286,24;8882379,69;6893736,43;
0409000;"Powiat mogileński";15173469,57;15995082,64;11862826,99;22771342,78;26208295,89;29537798,61;46259724,87;49249637,85;83593167,80;56634877,30;
0409012;"Dąbrowa (2)";1740156,46;1441038,44;1730629,99;3532583,00;3705869,12;315804,89;1368054,28;6063095,50;5630459,74;8020477,82;
0409022;"Jeziora Wielkie (2)";1234005,03;884719,92;1084460,31;2701485,41;2053693,70;340801,37;4494374,66;11101950,33;29744149,40;1954388,09;
0409033;"Mogilno (3)";6214424,66;11417173,90;7062980,73;14820957,01;15749406,54;27393887,46;34419524,51;19596750,13;34959701,37;23227482,01;
0409043;"Strzelno (3)";5984883,42;2252150,38;1984755,96;1716317,36;4699326,53;1487304,89;5977771,42;12487841,89;13258857,29;23432529,38;
0410000;"Powiat nakielski";66901129,54;28656378,29;47857046,15;76982474,71;58202614,85;63133203,20;56539236,07;63587503,77;108185762,98;109206472,25;
0410013;"Kcynia (3)";5226669,19;3638326,58;4173899,77;3623558,10;3336519,78;4200337,15;4909657,81;13389581,41;25274331,24;5981930,35;
0410023;"Mrocza (3)";9240352,31;6272759,70;6934555,77;11664102,65;9406086,97;14591853,82;16032402,85;6574844,81;12817534,54;14939430,64;
0410033;"Nakło nad Notecią (3)";46153991,07;12186360,57;21154626,04;39889572,43;26567684,86;27291874,95;15803157,37;22274909,54;35263451,91;36042591,74;
0410042;"Sadki (2)";2369410,03;2518531,25;3134940,66;2374961,44;4075030,64;3484830,39;4598994,07;1831605,70;12721845,51;12841081,61;
0410053;"Szubin (3)";3910706,94;4040400,19;12459023,91;19430280,09;14817292,60;13564306,89;15195023,97;19516562,31;22108599,78;39401437,91;
0411000;"Powiat radziejowski";12530567,25;12697452,93;21036798,26;38715899,54;33496165,49;17298484,62;33633362,79;52479511,75;62331514,96;92966074,75;
0411011;"Radziejów (1)";2641038,50;2252741,08;2841485,26;7681278,50;5088633,33;1822323,01;6662967,15;8542264,04;5739422,02;10759279,23;
0411022;"Bytoń (2)";706461,61;1198080,80;557260,98;3226063,10;3765329,10;2051414,15;4356162,42;7071598,90;13539257,80;20200382,91;
0411032;"Dobre (2)";2604014,21;1150398,22;2486344,63;5633756,98;3709168,25;3375922,34;4954199,03;5652850,77;12005675,30;7501150,00;
0411042;"Osięciny (2)";2232319,14;2110151,93;3563172,83;3890785,34;4570985,87;2697360,16;3807254,81;4338613,23;9208134,53;12784665,53;
0411053;"Piotrków Kujawski (3)";2816204,80;3013999,20;5110536,33;6425242,14;8640330,06;3277367,26;4980063,56;9644434,89;11387386,06;8387238,22;
0411062;"Radziejów (2)";540884,16;1660276,05;4666517,69;7976183,93;5508500,48;1056827,12;3077314,94;4480396,83;8168759,52;18369646,67;
0411072;"Topólka (2)";989644,83;1311805,65;1811480,54;3882589,55;2213218,40;3017270,58;5795400,88;12749353,09;2282879,73;14963712,19;
0412000;"Powiat rypiński";18528814,48;16468921,49;25908568,43;40590631,51;27518430,40;29797926,22;36435666,17;67711326,86;77024924,56;80298877,53;
0412011;"Rypin (1)";5152064,20;4964307,94;5357615,37;14647855,76;7707626,27;3949389,51;12306631,27;12936705,03;18707150,48;22041910,18;
0412022;"Brzuze (2)";1555521,20;1432831,32;1767603,07;4346145,83;2164107,32;5901719,90;7954724,53;7926008,27;13722086,57;10128112,57;
0412032;"Rogowo (2)";3308032,78;3039199,67;3179095,56;4510048,16;4786634,61;2134361,87;1989175,81;3508615,42;9115278,94;11490098,99;
0412042;"Rypin (2)";4072611,12;2394114,31;3831651,38;6187711,34;5871017,63;6596620,67;7426845,40;20958433,23;17296995,04;17986572,75;
0412052;"Skrwilno (2)";3529951,49;2430828,26;6758177,67;4621376,26;4522119,93;2570089,46;3756083,11;8278140,99;9134430,30;10429088,80;
0412062;"Wąpielsk (2)";910633,69;2207639,99;5014425,38;6277494,16;2466924,64;8645744,81;3002206,05;14103423,92;9048983,23;8223094,24;
0413000;"Powiat sępoleński";25704638,62;10450542,44;14595392,49;35305926,13;28128764,83;21834602,36;30052077,45;29482276,09;54771460,69;72655384,66;
0413013;"Kamień Krajeński (3)";2473714,50;1807967,18;1959591,20;6929467,25;3918140,95;2030624,65;1176756,74;7838917,18;8181476,38;13223869,34;
0413023;"Sępólno Krajeńskie (3)";17365187,89;4748560,70;7345414,10;14240318,58;7047465,89;11999036,70;16037645,25;11427636,08;20249647,71;21369242,95;
0413032;"Sośno (2)";1475668,54;1067994,11;1687582,54;7173518,49;4861220,22;795299,36;2184354,18;3904497,64;3697798,19;16935165,54;
0413043;"Więcbork (3)";4390067,69;2826020,45;3602804,65;6962621,81;12301937,77;7009641,65;10653321,28;6311225,19;22642538,41;21127106,83;
0414000;"Powiat świecki";77101546,66;55005232,37;74597785,29;93884251,35;90879619,66;84844493,87;101819219,30;127443005,91;167695683,36;176353589,59;
0414012;"Bukowiec (2)";8363531,49;3316328,61;3546522,43;8311362,64;5456650,69;3760677,35;8383223,79;4571643,35;20429191,79;25306076,40;
0414022;"Dragacz (2)";3240470,10;3529434,35;5738249,85;8629483,47;6929116,48;6483356,20;6811373,36;8603496,07;14902503,08;11252181,18;
