"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;razem;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2024;[zł]";
0223052;"Kobierzyce (2)";117595241,18;130237865,88;152350828,83;162733732,88;183871214,47;214886383,15;237939837,64;240759755,84;273069647,60;380394207,73;
0223062;"Mietków (2)";9212231,63;8704606,11;8576647,93;9042800,11;9698160,83;11979752,46;11522660,82;14206366,64;12817538,29;14219369,64;
0223073;"Sobótka (3)";24491096,57;26366317,06;29745276,76;33084880,64;35922668,11;44359334,15;41406981,05;43732818,58;47775448,05;51059616,72;
0223083;"Siechnice (3)";67194724,37;64273608,17;68070214,52;80356540,70;91548709,63;103163021,65;108807187,17;121880069,13;130626208,40;158289813,61;
0223092;"Żórawina (2)";21122322,22;21550758,90;23730521,36;26806519,43;34683425,09;37329480,12;44364740,75;43841798,40;47354368,11;62930119,81;
0224000;"Powiat ząbkowicki";106051788,72;110712405,21;107445931,69;119748051,72;132426056,70;170028956,43;167548160,31;187066002,24;189992399,65;223675264,18;
0224013;"Bardo (3)";8085936,73;9689881,95;9081932,24;11188364,96;12340556,45;18490842,02;15389632,72;18862698,59;14666530,61;23702163,54;
0224022;"Ciepłowody (2)";5003932,14;5590825,27;4721523,25;5697453,22;6707039,31;13633569,53;7732663,08;9310701,09;8646922,85;11038846,00;
0224032;"Kamieniec Ząbkowicki (2)";13899983,39;15214438,06;12489514,29;16882573,79;16944105,72;24144653,78;;;;;
0224033;"Kamieniec Ząbkowicki (3)";;;;;;;22589474,77;27682900,06;26233574,12;27811381,64;
0224042;"Stoszowice (2)";7487981,09;7262132,98;6792838,92;7435980,42;7894620,87;9411317,65;11897303,76;14278162,76;17338394,11;13560333,77;
0224053;"Ząbkowice Śląskie (3)";42527303,19;43387171,99;44564535,40;46353642,08;51439165,49;58174875,03;64058726,97;68052317,07;66910729,80;85899945,37;
0224063;"Ziębice (3)";23095397,88;23754132,18;24351688,95;26267442,64;30101077,18;34027721,30;36575732,26;37086477,92;43590246,81;48092298,13;
0224073;"Złoty Stok (3)";5951254,30;5813822,78;5443898,64;5922594,61;6999491,68;12145977,12;9304626,75;11792744,75;12606001,35;13570295,73;
0225000;"Powiat zgorzelecki";253295791,02;247497747,10;255464822,49;264344568,08;279674094,96;288591066,53;335933572,48;347658416,27;361155842,00;402879256,93;
0225011;"Zawidów (1)";7269488,78;7515649,22;7316158,74;7650212,33;8490116,54;10132807,00;9387781,87;12915107,75;13856717,39;12233932,42;
0225021;"Zgorzelec (1)";63648655,05;58912197,28;64540728,77;68739498,54;70694342,83;71811902,70;98001685,52;86276442,71;82708753,16;104644135,92;
0225033;"Bogatynia (3)";117145601,29;115587948,70;116006994,97;116287306,21;125135270,66;121236903,75;139427645,77;148745558,74;158942807,69;178393510,88;
0225043;"Pieńsk (3)";12920612,00;13557355,15;14471029,91;16202311,01;17639692,64;18617078,46;18970454,72;22064468,67;18786392,54;22676179,45;
0225052;"Sulików (2)";13852868,52;13892473,61;13326278,69;15716577,39;15250093,44;16410593,49;17775772,85;21138085,75;22070631,91;20370356,03;
0225063;"Węgliniec (3)";14286277,69;13174163,00;13265957,31;15883580,72;16353804,26;20600188,40;20805582,01;22072621,05;24624937,97;23448180,06;
0225072;"Zgorzelec (2)";24172287,69;24857960,14;26537674,10;23865081,88;26110774,59;29781592,73;31564649,74;34446131,60;40165601,34;41112962,17;
0226000;"Powiat złotoryjski";80176571,39;81321580,71;85527847,20;91210237,44;94435599,00;105292721,78;114636079,66;132512416,30;125832826,70;144485780,23;
0226011;"Wojcieszów (1)";7070639,79;6743581,58;7131473,59;7907125,48;7808351,17;9389171,56;8901574,35;13758508,69;11241581,30;11014481,54;
0226021;"Złotoryja (1)";31966442,10;32474905,96;36604978,64;37235446,66;38873219,81;42570930,35;49464541,13;50468283,43;51687338,72;57532946,47;
0226032;"Pielgrzymka (2)";7106323,41;6920164,56;6737512,76;7626303,31;7628527,10;10439488,57;11150811,74;13924148,46;13864377,85;14467936,13;
0226043;"Świerzawa (3)";10802752,28;10078967,35;10438306,36;13347513,47;12133224,87;12207671,48;15385981,27;17821342,67;16348059,99;18045096,39;
0226052;"Zagrodno (2)";10266572,11;10468434,02;11657709,05;10870617,35;11010332,28;14762769,85;12584805,96;15900105,72;13726664,82;16856604,02;
0226062;"Złotoryja (2)";12963841,70;14635527,24;12957866,80;14223231,17;16981943,77;15922689,97;17148365,21;20640027,33;18964804,02;26568715,68;
0261000;"Powiat m. Jelenia Góra";189381806,26;205274108,45;212632565,49;220295729,39;233982559,26;238394611,28;285286191,80;280045639,37;292758058,75;387257660,11;
0261011;"Jelenia Góra (1)";189381806,26;205274108,45;212632565,49;220295729,39;233982559,26;238394611,28;285286191,80;280045639,37;292758058,75;387257660,11;
0262000;"Powiat m. Legnica";258345862,79;249590793,41;272938741,69;291466048,59;324578319,36;345933360,82;392191784,11;367247299,43;416774797,23;471341281,74;
0262011;"Legnica (1)";258345862,79;249590793,41;272938741,69;291466048,59;324578319,36;345933360,82;392191784,11;367247299,43;416774797,23;471341281,74;
0264000;"Powiat m. Wrocław";2697636777,29;2840414300,85;2969823646,51;3174794200,93;3353248953,04;3295383601,93;4058271091,80;4210163081,85;4501331168,82;5412035593,69;
0264011;"Wrocław (1)";2697636777,29;2840414300,85;2969823646,51;3174794200,93;3353248953,04;3295383601,93;4058271091,80;4210163081,85;4501331168,82;5412035593,69;
0265000;"Powiat m. Wałbrzych od 2013";337429261,47;308362394,55;307129592,70;336136113,32;345485520,23;357931216,57;384882643,87;404100125,54;420187228,52;504081955,87;
0265011;"Wałbrzych od 2013 (1)";337429261,47;308362394,55;307129592,70;336136113,32;345485520,23;357931216,57;384882643,87;404100125,54;420187228,52;504081955,87;
0400000;"KUJAWSKO-POMORSKIE";4267806731,08;4328368599,82;4608126544,48;4992773563,58;5440249522,67;5695491607,69;6272455397,20;6867580220,46;6864875965,73;8201818724,43;
0401000;"Powiat aleksandrowski";93963494,56;87720454,89;98302959,69;101168024,68;110502745,41;127100013,27;139612609,11;164819787,68;151591106,38;176394545,45;
0401011;"Aleksandrów Kujawski (1)";17434400,96;16043834,32;16893385,28;18193501,99;22758548,96;23240840,46;34594044,17;30494339,31;31087066,56;34306733,84;
0401021;"Ciechocinek (1)";31138171,49;27548590,93;31723263,92;32493346,49;32246564,72;31774701,35;37900315,40;40958077,15;42576098,33;50140417,60;
0401031;"Nieszawa (1)";2996709,06;3657720,61;6470331,09;4252368,80;3861400,25;5492711,69;5465672,20;10268160,12;8054921,77;10865255,97;
0401042;"Aleksandrów Kujawski (2)";11749127,21;12645482,88;13418399,52;15388554,40;17542693,80;20291416,74;24048290,41;26245769,00;25336005,99;31842286,04;
0401052;"Bądkowo (2)";7683513,97;6162789,63;6543522,26;6597428,88;7281048,96;9769115,17;8533752,99;12954474,63;9671002,40;10739003,75;
0401062;"Koneck (2)";3414601,14;3402400,32;3774948,22;3952839,21;6542325,16;11409183,94;6029645,07;10891963,92;8106822,09;8444234,62;
0401072;"Raciążek (2)";4752965,14;4796567,36;4720946,21;5735735,47;4869937,05;6127641,24;5361479,07;8327871,21;6222616,45;7546710,58;
0401082;"Waganiec (2)";7934261,91;6430868,55;7298496,74;6927406,93;7942064,89;8548621,89;9129861,06;12890392,90;11847392,01;12734093,23;
0401092;"Zakrzewo (2)";6859743,68;7032200,29;7459666,45;7626842,51;7458161,62;10445780,79;8549548,74;11788739,44;8689180,78;9775809,82;
0402000;"Powiat brodnicki";122475437,19;117517326,46;126865002,79;143735940,72;151532616,49;170983415,08;182240880,47;218918997,49;221040496,84;245129372,13;
0402011;"Brodnica (1)";62649385,82;55958487,76;57215525,80;68438314,89;69803255,55;72757983,61;80711405,65;83749877,22;90593942,18;104494560,17;
0402022;"Bobrowo (2)";6690662,18;7205562,10;7416490,11;9922558,80;9689057,69;12245536,28;10912396,75;17327284,45;20037495,36;15890951,55;
0402032;"Brodnica (2)";11724144,40;12983866,40;14428771,46;15747266,51;18707206,20;24225197,68;24218962,29;26207372,93;34138455,28;37462123,24;
0402042;"Brzozie (2)";3766241,30;4332800,50;6523223,31;4854133,21;5502726,85;7515175,13;6276303,03;10362661,14;8601388,21;8804832,34;
0402053;"Górzno (3)";6366080,13;4810656,22;5026894,98;5677911,75;6701494,07;8496288,63;8311769,95;10430357,25;8686693,51;10327862,27;
0402062;"Bartniczka (2)";5942774,66;6093384,00;7573132,65;7119424,55;8294133,87;8271609,87;10009739,61;13869891,08;11853246,09;13169561,34;
0402073;"Jabłonowo Pomorskie (3)";11630413,56;12012975,67;12383901,06;13667619,10;13594878,23;14782483,31;18878771,98;19044683,84;18542074,67;20521897,29;
0402082;"Osiek (2)";4081041,16;4336642,32;4747699,28;5234434,23;6178015,16;6835764,70;8142051,37;13192413,19;9926030,14;10533558,38;
0402092;"Świedziebnia (2)";3742884,53;3963100,67;4197093,88;4777964,75;5696071,25;6507378,26;6126412,10;11885945,45;8517745,72;11153634,49;
0402102;"Zbiczno (2)";5881809,45;5819850,82;7352270,26;8296312,93;7365777,62;9345997,61;8653067,74;12848510,94;10143425,68;12770391,06;
0403000;"Powiat bydgoski";255539391,57;267431353,26;282038711,33;319467396,98;351555348,69;373277901,24;430581640,64;447281243,74;459019928,52;565547809,31;
0403012;"Białe Błota (2)";50574328,72;50405636,32;55270759,21;61928773,60;72152266,19;71562480,89;87399469,59;91576885,50;96013955,31;128191976,07;
0403022;"Dąbrowa Chełmińska (2)";12525116,87;13526644,63;14274778,51;16677614,89;17640553,50;20442677,79;21999320,64;25273083,40;27134728,82;28535623,91;
0403032;"Dobrcz (2)";15632176,41;16334302,49;17973993,99;25223529,05;23507380,67;26246144,89;28988098,24;33186188,38;34413216,24;38353339,63;
0403043;"Koronowo (3)";37626860,88;40613017,11;44118558,28;52416822,96;55343147,72;54901071,32;63888821,39;64738130,73;67278776,08;74918696,97;
0403052;"Nowa Wieś Wielka (2)";20547824,73;25911958,07;27166646,14;27408713,39;28306548,57;37343087,32;36731228,05;39677357,44;42465785,67;51815054,95;
0403062;"Osielsko (2)";44988984,59;50210882,06;57926061,81;61792454,55;73572220,08;71268245,74;92512800,18;91170875,29;86997771,32;117957830,53;
0403072;"Sicienko (2)";15931356,84;16606722,29;18499104,84;20523703,26;27429526,30;30316895,29;33614746,49;34394267,76;33812819,82;46586762,41;
0403083;"Solec Kujawski (3)";57712742,53;53822190,29;46808808,55;53495785,28;53603705,66;61197298,00;65447156,06;67264455,24;70902875,26;79188524,84;
0404000;"Powiat chełmiński";69046581,59;68006257,17;75225738,86;81400167,29;89211256,84;100921451,29;114109543,92;133132566,90;135035741,89;138811627,26;
0404011;"Chełmno (1)";27596600,96;28586558,89;31719965,42;33518956,93;36493201,00;38959237,91;46321367,95;48387626,16;55583701,17;54112350,21;
0404022;"Chełmno (2)";5124103,97;5943062,27;5925489,21;6594522,69;6979893,68;9241431,22;10485082,20;12355559,10;11344321,39;13397332,41;
0404032;"Kijewo Królewskie (2)";6251342,15;6115653,61;6096187,92;6949030,48;7637047,91;10294298,80;8285639,07;12806457,80;10914795,57;12566407,34;
0404042;"Lisewo (2)";6737838,30;7209422,34;8627452,34;8963342,71;9951506,17;10366979,24;15133944,36;15559995,15;13482416,68;17257585,39;
0404052;"Papowo Biskupie (2)";6074127,04;4609942,84;4887268,64;5462757,62;6027596,49;6757653,52;7853576,43;11499621,42;11445520,39;9927652,71;
0404062;"Stolno (2)";7666055,40;7064874,42;9113240,36;9898243,77;11581375,10;11670576,96;12490715,75;15623599,31;16474236,20;15757785,94;
0404072;"Unisław (2)";9596513,77;8476742,80;8856134,97;10013313,09;10540636,49;13631273,64;13539218,16;16899707,96;15790750,49;15792513,26;
0405000;"Powiat golubsko-dobrzyński";69175343,94;64926032,62;74817733,95;77077359,98;81421381,80;90612647,51;105279813,11;122260243,20;113901137,99;132472140,28;
0405011;"Golub-Dobrzyń (1)";21682007,79;22016273,51;22589140,33;23400368,47;25156516,32;25640473,57;31737630,46;33084492,80;35801162,16;41530594,28;
0405022;"Ciechocin (2)";6754022,35;5477476,55;6680852,79;6167241,67;7110563,64;7541321,91;8057583,04;12443289,06;8950413,72;11756819,66;
0405032;"Golub-Dobrzyń (2)";13685811,89;10189365,35;11500719,89;15299420,51;15453571,71;16182408,06;21176727,90;23646655,56;18448072,18;25114434,56;
0405043;"Kowalewo Pomorskie (3)";16764426,62;17625603,00;24453313,39;19635934,28;21292903,55;27033949,07;27781871,82;31140549,10;33333000,83;34429118,02;
0405052;"Radomin (2)";5750432,15;4582468,74;4694270,61;6369439,43;6165221,70;6557890,49;8978913,80;11027606,80;8359932,52;9244437,87;
0405062;"Zbójno (2)";4538643,14;5034845,47;4899436,94;6204955,62;6242604,88;7656604,41;7547086,09;10917649,88;9008556,58;10396735,89;
0406000;"Powiat grudziądzki";67015847,59;72170774,92;82220256,48;79775419,88;92696727,64;96936821,75;115293102,21;142968478,11;133433452,33;150350032,15;
0406012;"Grudziądz (2)";26281929,54;27359497,82;29309765,33;30657924,78;37330152,08;39864909,12;49283615,57;50356864,31;56763834,31;58064030,47;
0406022;"Gruta (2)";8136959,73;8965816,39;9220372,93;9842310,38;10826919,36;11148645,07;15563765,28;18639546,65;16534520,01;22521399,00;
0406033;"Łasin (3)";11716531,85;12921899,33;11918003,72;12183943,62;17120435,93;17213282,39;17298479,07;23241894,53;21536569,12;25682973,72;
0406043;"Radzyń Chełmiński (3)";9791869,10;11653051,06;16111609,24;13467372,19;14371027,08;14583838,89;14702188,83;22733443,20;19027227,73;19289096,26;
0406052;"Rogóźno (2)";4670707,30;5040427,26;5208232,41;5675004,39;5740472,32;6679015,56;6876832,92;11237239,70;9139266,67;10748952,62;
0406062;"Świecie nad Osą (2)";6417850,07;6230083,06;10452272,85;7948864,52;7307720,87;7447130,72;11568220,54;16759489,72;10432034,49;14043580,08;
0407000;"Powiat inowrocławski";324895472,55;307764153,59;322735511,99;361740048,12;417686273,67;412415778,99;445607175,16;480018214,58;494464145,17;584280724,04;
0407011;"Inowrocław (1)";174761373,38;153050480,23;164395989,26;194494467,04;231429285,08;204873559,08;217745193,54;225587564,42;231245824,24;278737398,42;
0407022;"Dąbrowa Biskupia (2)";7699132,46;7226380,73;7454446,90;8626243,72;9898289,18;9628121,16;10733310,48;13790727,81;11813804,17;13723491,08;
0407033;"Gniewkowo (3)";21297284,24;22055523,73;21954557,74;23463795,87;24790749,72;28867222,67;34039267,35;40395779,91;35962233,78;38813771,45;
0407042;"Inowrocław (2)";27246346,16;28828608,60;31258319,17;28263860,39;30517236,48;33346250,09;36282495,32;39475132,92;48105167,83;58906390,34;
0407053;"Janikowo (3)";27165231,26;27930173,03;27708154,13;31992065,03;34441148,35;35712464,13;43617427,44;45887278,84;54340742,96;58802466,27;
0407063;"Kruszwica (3)";31061009,02;33694005,67;31890975,39;35889370,89;43236888,25;45584098,23;51364540,22;50126121,59;50599901,86;60385919,01;
0407073;"Pakość (3)";18922351,67;17482090,28;17690765,89;18970634,07;20113883,69;24687595,30;23671218,87;27877428,33;27957743,35;34019133,08;
0407082;"Rojewo (2)";6413573,50;6710018,87;7580847,17;8192743,93;8780441,92;10883413,77;11152502,85;15400159,99;11478547,59;14977825,13;
0407092;"Złotniki Kujawskie (2)";10329170,86;10786872,45;12801456,34;11846867,18;14478351,00;18833054,56;17001219,09;21478020,77;22960179,39;25914329,26;
0408000;"Powiat lipnowski";88102062,26;83751277,81;87540577,94;92626659,26;106260817,57;120540290,18;121751855,45;163069365,79;150104532,21;162300570,59;
0408011;"Lipno (1)";19584154,70;20012837,20;20621302,60;21865375,04;23965528,95;26734443,60;27909070,47;30869215,80;38689452,71;37177764,13;
0408022;"Bobrowniki (2)";4119115,84;4089407,13;4553311,09;5197947,57;5124426,95;6549540,93;7926978,21;10800576,30;8981281,91;;
0408023;"Bobrowniki (3)";;;;;;;;;;10488711,28;
0408032;"Chrostkowo (2)";3691264,55;4858056,62;3781974,11;4675327,69;4715142,76;7269086,91;5585273,98;9729695,20;7517256,02;8793027,85;
0408043;"Dobrzyń nad Wisłą (3)";9770911,26;10686767,92;11388924,11;11453267,20;13785881,98;15157671,31;13565950,11;19197741,07;17695423,43;17530689,27;
0408052;"Kikół (2)";9993423,51;7102549,55;7974186,61;8530900,58;9938731,94;10084193,64;11350368,61;18088543,97;13436853,89;;
0408053;"Kikół (3)";;;;;;;;;;14585854,86;
0408062;"Lipno (2)";14118950,89;11691545,67;12816160,60;13836556,57;18432445,35;18903711,57;19094506,41;26375056,58;23938176,36;26100727,96;
0408073;"Skępe (3)";10287036,09;10495599,85;11728191,67;11536874,66;13009057,22;15949516,34;16033148,52;18581015,60;17220166,59;20815325,64;
0408082;"Tłuchowo (2)";5987026,41;6414771,60;6304710,61;7080533,42;7952532,25;9086202,84;8936290,66;12311915,85;10826921,95;12563950,34;
0408092;"Wielgie (2)";10550179,01;8399742,27;8371816,54;8449876,53;9337070,17;10805923,04;11350268,48;17115605,42;11798999,35;14244519,26;
0409000;"Powiat mogileński";73475004,22;74811034,22;79476888,00;82780545,07;99127241,71;107384500,99;117263068,78;135120228,13;135824777,56;144285258,61;
0409012;"Dąbrowa (2)";6206135,41;6488516,07;7386926,19;7793903,83;8592099,62;9570609,16;9514705,51;12820818,23;11317025,28;11759921,04;
0409022;"Jeziora Wielkie (2)";6171479,07;6430303,86;6537876,75;6976207,68;9019063,61;12359733,16;7769140,36;13345887,17;9535849,46;10825375,43;
0409033;"Mogilno (3)";43022590,12;43828191,85;46768063,47;48023259,65;59393165,63;62803281,82;70842651,52;76117376,66;85468589,79;89778700,71;
0409043;"Strzelno (3)";18074799,62;18064022,44;18784021,59;19987173,91;22122912,85;22650876,85;29136571,39;32836146,07;29503313,03;31921261,43;
0410000;"Powiat nakielski";118378663,26;119404211,29;131830056,09;141388172,10;163856805,72;175126174,90;195390626,54;208270629,34;206929123,04;251778982,60;
0410013;"Kcynia (3)";16220373,29;15884202,26;17523000,35;17143660,02;19589232,14;22092490,15;24000315,19;28775498,72;26561976,79;29817444,41;
0410023;"Mrocza (3)";9649035,92;9453861,34;10883942,01;13315206,96;15253956,95;20239923,63;20114311,77;20193031,45;18615901,96;24718639,63;
0410033;"Nakło nad Notecią (3)";50945211,67;50086184,36;54915733,54;57850986,10;64886470,16;68728371,08;74736047,62;81555426,77;81622960,38;104089482,45;
0410042;"Sadki (2)";8173147,13;8571569,14;9187221,45;9291498,60;12277441,10;12345235,83;17916404,00;16946356,74;15070158,32;19485120,98;
0410053;"Szubin (3)";33390895,25;35408394,19;39320158,74;43786820,42;51849705,37;51720154,21;58623547,96;60800315,66;65058125,59;73668295,13;
0411000;"Powiat radziejowski";46431941,15;57791762,82;62881439,58;59852792,01;66024238,69;81306000,78;82800897,97;112019999,91;96770167,60;117542970,06;
0411011;"Radziejów (1)";10455679,49;11661557,42;10937116,49;12178022,28;13096009,88;14117204,26;15454971,32;18447661,51;16524269,21;26755846,99;
0411022;"Bytoń (2)";2676444,58;3707235,01;4053849,38;4162150,56;5000741,33;8120695,03;6968943,07;10200707,74;7368140,26;11701385,50;
0411032;"Dobre (2)";6063632,28;6975774,02;6932741,86;7734287,58;9150355,80;10709433,19;11491667,32;15377453,47;13525052,70;15820252,56;
0411042;"Osięciny (2)";6463288,11;6880385,52;7237973,26;8114065,17;9280598,72;12097815,23;11587994,90;15338929,77;14671540,17;13065959,20;
0411053;"Piotrków Kujawski (3)";10340048,82;14641240,70;14417587,55;12113758,34;13645939,15;15666079,63;18066507,59;20636402,10;22008949,42;24638698,37;
0411062;"Radziejów (2)";5671528,03;8738679,23;13564535,53;9900405,48;9193701,24;10817496,53;11006492,16;20543722,18;13685521,79;15732185,54;
0411072;"Topólka (2)";4761319,84;5186890,92;5737635,51;5650102,60;6656892,57;9777276,91;8224321,61;11475123,14;8986694,05;9828641,90;
0412000;"Powiat rypiński";59854957,00;59936199,51;63758499,29;69884830,72;77258487,36;88849654,74;95938343,97;116762164,68;102467021,70;113012071,41;
0412011;"Rypin (1)";30601176,43;31664031,94;33617012,78;37958352,94;40006365,71;45765491,93;44399891,58;49409532,69;49572733,74;54827657,82;
0412022;"Brzuze (2)";5099837,55;4629029,53;4825394,68;5653256,82;5941785,89;7738168,88;10472085,43;15699711,76;9019987,97;8622862,07;
0412032;"Rogowo (2)";5429191,38;5463152,55;5224507,45;5478983,86;5766384,48;7614610,86;6909661,57;10700219,98;8794977,75;9764340,94;
0412042;"Rypin (2)";11058756,54;9668409,58;11136847,67;11400961,64;13223140,95;15256939,03;19373594,33;20782107,79;19143065,20;20390062,62;
0412052;"Skrwilno (2)";4700412,23;5275699,58;5113643,41;5401562,08;7267696,75;6336267,42;8347561,03;10458445,20;10541659,92;12272410,15;
